adj_rand,accuracy,recall,precision,f1_score
0.5516529797480828,0.6684210526315789,0.6684210526315789,0.8827715355805243,0.7493491134881788
0.8544373793085238,0.843859649122807,0.843859649122807,0.9842105263157894,0.8997991687678348
0.8299643567492038,0.8508771929824561,0.8508771929824561,0.968421052631579,0.902127511700019
0.7091088517810499,0.7421052631578947,0.7421052631578947,0.9132860240488863,0.8126215439504428
0.8402874991753406,0.8526315789473684,0.8526315789473684,0.9388580194328215,0.8817731801290856
