accuracy,adj_rand,f1_score,precision,recall
0.55,0.3986156917317243,0.3586635022725059,0.38403714026445424,0.3889462375285491
0.61875,0.5050184248207662,0.38309698835962597,0.4099584009740259,0.419577526286389
0.546875,0.4027152937618044,0.3760231058926511,0.4024959415584416,0.4627748403724995
0.60625,0.47460526379043105,0.368601092075294,0.3850768568296884,0.49354480883590357
0.4125,0.3052173787264408,0.2528506513856265,0.3195893680222299,0.3375353107344633
