data_name,removed_label_sampled,mars_time,srnc_time,rejection_time,timestamp
bench,0,9.680064916610718,8.68833613395691,3.9060800075531006,2025-11-09 15:57:46
bench,1,7.566302299499512,11.822798013687134,3.6713860034942627,2025-11-09 15:58:09
bench,2,4.92752480506897,9.612573146820068,4.443861961364746,2025-11-09 15:58:28
bench,3,4.198477268218994,9.224846124649048,5.489177942276001,2025-11-09 15:58:47
bench,4,4.014514923095703,10.950439929962158,4.203185796737671,2025-11-09 15:59:06
AVERAGE,,6.077376842498779,10.059798669815063,4.342738342285156,
